IP_ADDRESS,EMAIL,LATITUDE,JOB_AREA,CURRENCY_NAME,JOB_TYPE,PHONE,DATABASE_COLLATION
130.118.26.205,Deonte.Bosco@gmail.com,47.5926,Marketing,European Monetary Unit (E.M.U.-6),Manager,003.552.3702 x13185,ascii_bin
72.186.97.12,Lauren_Russel59@hotmail.com,50.7605,Mobility,European Unit of Account 9(E.U.A.-9),Engineer,(538) 860-4552 x64850,ascii_bin
191.24.231.30,Cletus43@gmail.com,41.3107,Intranet,Tugrik,Liaison,591-174-0418,utf8_unicode_ci
115.179.255.208,Jovany_Volkman@yahoo.com,38.2377,Directives,Palladium,Analyst,(003) 905-7238 x0901,ascii_general_ci
33.104.227.133,Colby_Quitzon63@gmail.com,50.0942,Metrics,Jamaican Dollar,Associate,854-393-5532,cp1250_general_ci
0.210.143.76,Hiram_Hills@yahoo.com,-2.4990,Configuration,Peso Uruguayo Uruguay Peso en Unidades Indexadas,Manager,(200) 130-8218 x9858,utf8_general_ci
103.193.185.210,Garett.Denesik@yahoo.com,-14.9367,Solutions,Tala,Director,350.104.2423 x71244,utf8_unicode_ci
189.58.24.211,Kaleb62@yahoo.com,-33.6778,Metrics,Leone,Executive,843.981.2259 x1718,ascii_bin
247.101.153.249,Bernita.Farrell29@yahoo.com,47.3317,Program,Dominican Peso,Consultant,(462) 351-2021 x5286,cp1250_bin
47.192.9.228,Lizeth_Ullrich93@yahoo.com,-45.7111,Tactics,Denar,Agent,(973) 374-9871 x35269,cp1250_bin
229.134.29.35,Ernestine.Wintheiser81@hotmail.com,17.3933,Paradigm,Nepalese Rupee,Representative,1-743-629-0496 x372,cp1250_bin
245.85.136.198,Kailyn4@gmail.com,36.1878,Identity,Turkish Lira,Liaison,1-195-048-9613 x730,utf8_bin
54.160.146.129,Easton43@yahoo.com,-78.3010,Paradigm,Kroon,Supervisor,1-193-405-5769 x38487,utf8_bin
126.201.98.84,Erich_Crist80@hotmail.com,15.7345,Security,Quetzal,Technician,(449) 443-0491 x825,utf8_general_ci
137.196.111.104,Florence_Fahey57@yahoo.com,-84.3545,Functionality,UIC-Franc,Manager,207-419-0697,utf8_bin
133.214.193.79,Lambert_Monahan@gmail.com,18.6531,Assurance,East Caribbean Dollar,Orchestrator,(165) 896-4934 x540,ascii_general_ci
44.198.154.157,Eileen.Becker77@gmail.com,2.9371,Solutions,Bermudian Dollar (customarily known as Bermuda Dollar),Assistant,386-544-3490 x8136,utf8_bin
115.194.255.161,Quinten_Thiel@hotmail.com,13.1661,Markets,Yemeni Rial,Developer,(111) 257-0365 x734,utf8_unicode_ci
76.155.130.165,Bria.Vandervort95@yahoo.com,-33.5457,Metrics,Zloty,Administrator,1-812-199-3977 x04135,cp1250_bin
8.17.179.61,Mozelle68@yahoo.com,-10.0794,Web,Zimbabwe Dollar,Liaison,774.045.4499,cp1250_general_ci
144.198.27.56,Walter.Hudson@yahoo.com,53.8084,Metrics,Syrian Pound,Planner,246-918-6192,ascii_bin
206.147.51.12,Verna_Haley@hotmail.com,-78.5758,Metrics,Egyptian Pound,Manager,(650) 088-7275,ascii_general_ci
248.185.45.192,Estell21@yahoo.com,-32.8943,Quality,Peso Uruguayo Uruguay Peso en Unidades Indexadas,Assistant,1-194-393-1204 x1737,ascii_general_ci
102.206.225.45,Florencio_Nader48@gmail.com,30.6558,Group,Comoro Franc,Associate,1-532-879-6246 x3044,cp1250_bin
24.211.69.32,Abagail_Turcotte@hotmail.com,79.3855,Branding,Cayman Islands Dollar,Facilitator,787-429-1897 x408,cp1250_general_ci
216.237.224.217,Cullen_Johnson79@yahoo.com,-76.5549,Paradigm,Pakistan Rupee,Engineer,1-763-427-5667 x00201,utf8_general_ci
177.60.21.239,Warren_Hilll10@gmail.com,26.6877,Tactics,Moroccan Dirham,Developer,1-061-390-3409 x6653,cp1250_general_ci
70.169.253.8,Hank.OKon22@yahoo.com,-5.8154,Usability,Gibraltar Pound,Supervisor,929.789.8151 x14460,cp1250_bin
217.21.193.86,Cydney_Hyatt@gmail.com,15.7770,Optimization,Lek,Coordinator,1-456-497-2110,ascii_bin
142.57.160.213,Amari34@yahoo.com,-56.7499,Web,Bolivar Fuerte,Coordinator,554.132.9017,utf8_bin
27.250.87.173,Danielle23@yahoo.com,70.2518,Marketing,Latvian Lats,Assistant,(325) 093-4833,utf8_unicode_ci
234.33.216.255,Vivian.Mertz@yahoo.com,-71.0055,Accountability,Bermudian Dollar (customarily known as Bermuda Dollar),Assistant,988-766-7457,utf8_unicode_ci
67.171.170.130,Charles_Runolfsson91@hotmail.com,7.2960,Accountability,Won,Orchestrator,1-478-157-1855 x9747,cp1250_general_ci
33.193.213.210,Mitchel27@hotmail.com,84.9847,Division,Vatu,Facilitator,686.599.3230 x717,ascii_general_ci
20.63.41.143,Liliana_Ritchie23@yahoo.com,-3.4411,Marketing,Liberian Dollar,Producer,(343) 752-7349 x65106,ascii_bin
54.20.116.139,Dimitri0@gmail.com,-64.0932,Marketing,Vatu,Assistant,(852) 389-9422 x26858,utf8_unicode_ci
143.214.178.90,Ludwig27@hotmail.com,-50.4773,Division,Dalasi,Designer,(177) 473-1802 x9934,ascii_general_ci
128.137.120.62,Lonie.Klocko@hotmail.com,37.3416,Mobility,Sri Lanka Rupee,Officer,1-571-954-2684,ascii_general_ci
117.192.110.90,Karen74@hotmail.com,74.1811,Operations,Quetzal,Technician,1-893-945-4713,ascii_bin
135.31.3.126,Modesto.Collier85@yahoo.com,14.5432,Configuration,Taka,Analyst,(155) 071-8199 x04623,cp1250_bin
23.174.237.234,Larry_Schimmel58@yahoo.com,4.0980,Configuration,Rufiyaa,Representative,996.704.8659 x0050,utf8_general_ci
159.129.120.77,Angeline37@hotmail.com,-79.8238,Security,Malagasy Ariary,Orchestrator,(767) 677-3704 x6485,utf8_general_ci
53.81.188.210,Ashton_Walker@gmail.com,3.9783,Brand,Moroccan Dirham,Facilitator,1-708-518-6382,utf8_general_ci
40.0.154.203,Velva_Runte@gmail.com,-47.7632,Factors,Kuwaiti Dinar,Facilitator,(367) 723-1412 x718,utf8_bin
101.86.233.126,Sandy72@gmail.com,3.7916,Infrastructure,Bolivar Fuerte,Liaison,445-154-8643 x157,utf8_bin
161.160.119.252,Abigayle2@yahoo.com,-59.4664,Brand,Barbados Dollar,Liaison,1-224-449-7141 x000,cp1250_bin
164.212.52.197,Schuyler84@gmail.com,74.7872,Communications,Kyat,Associate,(488) 396-3222 x636,utf8_general_ci
168.84.121.76,Jefferey_Daniel95@yahoo.com,-17.0126,Group,Vatu,Supervisor,310.408.6431,utf8_general_ci
212.172.215.20,Kristian.Wiza48@gmail.com,57.8008,Quality,Won,Analyst,555-113-3224 x599,cp1250_general_ci
195.139.47.28,Hayley.Emmerich@gmail.com,78.6078,Program,Kyat,Officer,1-672-286-9069 x1761,ascii_general_ci
152.254.144.183,Owen.Davis@gmail.com,-38.2911,Quality,New Zealand Dollar,Representative,582.506.9614 x04781,utf8_bin
129.151.89.139,Alberta.Bernier85@yahoo.com,-65.5234,Web,Somali Shilling,Planner,1-394-832-0054 x7822,cp1250_general_ci
98.213.230.93,Jade.Zulauf@yahoo.com,-5.1465,Implementation,Jamaican Dollar,Strategist,1-341-936-8180,ascii_general_ci
17.220.245.181,Lonzo_Parisian@hotmail.com,-72.9471,Quality,Euro,Coordinator,1-210-401-5561 x43874,utf8_general_ci
117.40.46.138,Randal.Lakin@yahoo.com,-84.1883,Research,Somoni,Executive,447.917.0414,ascii_bin
204.244.184.9,Iva80@hotmail.com,-33.0784,Creative,Kenyan Shilling,Associate,333-444-6701 x1509,ascii_bin
93.154.57.216,Sterling96@yahoo.com,-74.5940,Metrics,Codes specifically reserved for testing purposes,Orchestrator,942-783-9280 x7216,ascii_bin
246.182.216.98,Jeanette.Frami27@gmail.com,49.8628,Markets,Rand Loti,Engineer,1-675-179-7585,utf8_general_ci
242.118.186.72,Ray.Satterfield@gmail.com,-46.8420,Directives,Tanzanian Shilling,Supervisor,(899) 496-9342,cp1250_general_ci
20.219.24.241,Warren.Trantow58@gmail.com,-72.2401,Paradigm,Bond Markets Units European Composite Unit (EURCO),Producer,733-017-4944 x77863,ascii_bin
100.82.240.115,Kiley.Sipes@gmail.com,69.7320,Configuration,Ouguiya,Strategist,(845) 820-5897,utf8_bin
150.191.158.189,Gracie.Littel47@hotmail.com,-65.8867,Security,Tugrik,Producer,1-731-891-9080 x432,ascii_general_ci
10.238.168.104,Alexzander.Romaguera@yahoo.com,75.7392,Tactics,Gourde US Dollar,Director,1-730-799-6011,utf8_bin
251.249.158.143,Wilbert99@gmail.com,7.0329,Creative,Dong,Orchestrator,074.514.5120 x4097,ascii_bin
186.44.155.27,Cicero_Kautzer@yahoo.com,-8.7771,Intranet,Quetzal,Officer,(349) 740-7142 x9526,cp1250_general_ci
9.189.230.56,Jade.Swaniawski@yahoo.com,-17.4521,Program,Lebanese Pound,Producer,1-570-546-2488,ascii_general_ci
117.149.152.251,Rafael_Klocko99@hotmail.com,-63.1689,Creative,CFP Franc,Orchestrator,1-408-441-3961 x4506,ascii_bin
248.144.246.232,Kevon.Luettgen@gmail.com,-39.7559,Directives,Iranian Rial,Orchestrator,379-916-9122 x92245,ascii_general_ci
74.121.107.63,Burdette_Carroll@gmail.com,-10.8068,Creative,Armenian Dram,Administrator,1-963-439-1880,utf8_unicode_ci
57.111.150.109,Osborne77@hotmail.com,8.7338,Brand,Liberian Dollar,Designer,554.819.0964 x4772,ascii_general_ci
40.134.92.130,Elsa_Kessler@gmail.com,-2.8832,Accountability,Latvian Lats,Liaison,1-209-182-9449 x829,ascii_bin
173.34.56.248,Kimberly.Strosin28@gmail.com,37.0630,Research,Peso Uruguayo Uruguay Peso en Unidades Indexadas,Orchestrator,1-340-941-1776 x9279,cp1250_bin
52.158.108.145,Conner.Graham18@gmail.com,24.2096,Communications,Tala,Agent,986.936.5296 x385,utf8_general_ci
146.103.207.120,Sallie_Harber@yahoo.com,44.9320,Factors,Balboa US Dollar,Supervisor,160.984.8647 x7456,cp1250_bin
180.64.125.128,Davion.Pacocha10@hotmail.com,64.3538,Factors,Rufiyaa,Producer,595.938.2183 x54966,ascii_general_ci
249.149.124.242,Talia_Parisian98@yahoo.com,6.0113,Security,Congolese Franc,Technician,(152) 561-3844 x8571,utf8_unicode_ci
0.153.94.203,Rhianna.Larson@yahoo.com,81.2443,Group,Rand Namibia Dollar,Planner,1-241-871-8014 x897,ascii_general_ci
234.136.232.138,Alison46@hotmail.com,43.7140,Solutions,Ouguiya,Technician,(502) 192-6251 x7995,utf8_unicode_ci
22.178.50.199,Shania_Lind12@hotmail.com,-35.8453,Interactions,CFA Franc BEAC,Administrator,720-878-6018 x72999,utf8_general_ci
206.31.86.231,Newell_Pfannerstill70@hotmail.com,-34.0092,Accountability,Trinidad and Tobago Dollar,Associate,(450) 633-8945,ascii_bin
252.116.209.68,Vivien88@gmail.com,-32.5928,Brand,Lilangeni,Manager,361.706.7206,utf8_general_ci
20.58.204.159,Myles.Becker32@yahoo.com,-65.5166,Research,Syrian Pound,Technician,1-103-903-5496 x22079,ascii_general_ci
16.184.60.185,Ariel70@hotmail.com,-34.2066,Creative,Pound Sterling,Orchestrator,(045) 012-3433 x200,cp1250_bin
219.64.189.233,Brice_Cole@yahoo.com,74.7710,Intranet,Pakistan Rupee,Developer,(561) 412-0967,utf8_unicode_ci
177.7.32.199,Rick50@gmail.com,-46.7699,Identity,Rwanda Franc,Executive,(663) 022-4443 x89448,utf8_bin
130.66.226.152,Glennie_Johnston24@yahoo.com,73.2438,Metrics,Iranian Rial,Manager,1-327-261-0626,utf8_unicode_ci
44.136.236.35,Dejon80@gmail.com,-32.9348,Mobility,Djibouti Franc,Architect,(534) 587-5623,utf8_bin
13.158.48.246,Eva80@yahoo.com,-30.4317,Brand,Rand Namibia Dollar,Technician,(456) 487-6832,utf8_unicode_ci
175.176.94.159,Tia.Stokes@yahoo.com,10.4031,Infrastructure,Metical,Liaison,(754) 272-9020,cp1250_bin
243.240.32.141,Arianna.Luettgen@yahoo.com,-7.1788,Intranet,Philippine Peso,Representative,(480) 166-0875,ascii_bin
195.104.126.94,Leonora.Hintz@hotmail.com,69.0252,Directives,Serbian Dinar,Administrator,(048) 242-1093,utf8_general_ci
157.179.24.246,Patience86@hotmail.com,21.7139,Division,European Unit of Account 9(E.U.A.-9),Analyst,1-849-498-6576 x33771,ascii_general_ci
72.42.60.87,Horacio_VonRueden@hotmail.com,-60.7020,Intranet,Guinea Franc,Director,1-138-702-2090,utf8_bin
233.240.179.22,Ona25@yahoo.com,56.8719,Creative,Bond Markets Units European Composite Unit (EURCO),Representative,1-852-574-4182 x171,ascii_bin
150.230.149.108,Stan23@yahoo.com,-52.0948,Identity,Pa'anga,Consultant,1-030-939-7901,cp1250_general_ci
23.220.66.92,Claire92@hotmail.com,41.5706,Research,Peso Uruguayo Uruguay Peso en Unidades Indexadas,Associate,1-551-824-5696 x11268,ascii_bin
99.80.254.236,Mozelle19@hotmail.com,47.0949,Operations,Lempira,Officer,1-312-505-0851 x5955,ascii_general_ci
16.0.228.130,Peter_Muller@hotmail.com,-12.6220,Solutions,Turkish Lira,Executive,468.028.7802,utf8_general_ci
166.207.247.39,Carson_Gutmann4@yahoo.com,63.0498,Applications,Zloty,Representative,433-089-5068,ascii_general_ci
54.159.71.175,Megane_Bahringer@yahoo.com,-65.6864,Optimization,Philippine Peso,Strategist,(794) 597-2672,ascii_general_ci
135.252.66.158,Carter_Kihn9@hotmail.com,-29.2076,Group,Pula,Associate,415-426-9397 x0245,cp1250_general_ci
64.172.211.213,Katharina_Crist@yahoo.com,-47.5098,Usability,Libyan Dinar,Planner,479-941-3668 x5304,ascii_bin
144.242.230.217,Bradford37@gmail.com,-15.7619,Mobility,Malagasy Ariary,Developer,(776) 082-2614,utf8_general_ci
249.130.15.105,Cortney_Jast96@hotmail.com,75.6197,Applications,Tanzanian Shilling,Director,481-022-7679,cp1250_bin
172.219.209.188,Onie.Kiehn68@hotmail.com,-62.7610,Accounts,Rand,Architect,357-521-8756 x53090,ascii_general_ci
104.116.12.51,Prudence.Funk13@yahoo.com,39.5708,Factors,Rupiah,Manager,1-352-764-9805,ascii_bin
92.37.196.2,Daisy_Pagac80@hotmail.com,65.9161,Communications,Uzbekistan Sum,Designer,453-361-0474 x57382,utf8_general_ci
128.181.135.129,Juvenal.Kautzer23@yahoo.com,77.2271,Branding,Kina,Director,(508) 564-4667 x803,ascii_general_ci
13.191.207.28,Kiel42@yahoo.com,-79.7497,Data,Kip,Director,1-282-233-0985,utf8_general_ci
158.83.93.104,Aida.Barton17@yahoo.com,-30.1951,Paradigm,Silver,Agent,498-173-5646 x1982,cp1250_bin
245.162.164.89,Kyla45@gmail.com,-2.7056,Marketing,Jordanian Dinar,Analyst,1-357-439-2599 x4882,utf8_bin
58.193.226.102,Kenneth_OKeefe@gmail.com,8.1710,Security,New Israeli Sheqel,Orchestrator,017-092-8963,utf8_general_ci
78.185.96.157,Weldon_Effertz39@yahoo.com,-88.0840,Usability,Lilangeni,Architect,(647) 334-4776,cp1250_general_ci
173.90.26.211,Regan.Kling@yahoo.com,-13.9775,Accounts,Libyan Dinar,Coordinator,585.690.0725 x013,cp1250_bin
53.26.240.170,Devin_White42@hotmail.com,-38.1523,Paradigm,Jordanian Dinar,Executive,371-910-8259,utf8_unicode_ci
205.105.122.153,Katelin.Kshlerin@yahoo.com,-49.6600,Tactics,Egyptian Pound,Liaison,(382) 992-1488,utf8_bin
209.188.8.102,Elliott68@hotmail.com,-48.8300,Markets,Rand,Assistant,030-780-6624,cp1250_bin
233.213.83.64,Hazel37@hotmail.com,-15.7720,Accountability,Somoni,Architect,(016) 675-3163,utf8_bin
154.55.112.150,Jarrod21@yahoo.com,76.1014,Metrics,Nakfa,Analyst,191-507-7986 x0152,cp1250_bin
248.25.9.70,Gregory_Legros89@hotmail.com,89.9752,Division,European Monetary Unit (E.M.U.-6),Representative,(449) 253-6628 x247,utf8_bin
70.235.143.96,Edmund.Marvin@yahoo.com,8.9341,Quality,Hong Kong Dollar,Technician,1-987-537-3670 x9419,ascii_bin
46.133.105.201,Jacinthe_Koch@hotmail.com,43.0620,Metrics,UIC-Franc,Specialist,604-717-0589,utf8_general_ci
0.69.3.81,Yvette48@hotmail.com,-59.0950,Branding,Malagasy Ariary,Manager,(568) 092-8976,ascii_bin
4.194.181.64,Mae_Hoeger@gmail.com,-67.4239,Solutions,Australian Dollar,Director,349.876.8475 x9104,utf8_general_ci
72.133.230.80,Bonnie68@hotmail.com,39.0997,Implementation,Somoni,Designer,1-723-134-0599,utf8_general_ci
22.123.124.134,Vanessa.Heaney@hotmail.com,-15.8373,Functionality,Bolivar Fuerte,Strategist,(887) 030-5043 x071,ascii_bin
255.173.27.9,Maggie_Howe72@hotmail.com,39.4766,Infrastructure,Argentine Peso,Technician,293-690-5704 x564,cp1250_general_ci
252.169.146.76,Leonie94@hotmail.com,82.4976,Accounts,Argentine Peso,Supervisor,750-223-1245 x836,cp1250_general_ci
30.85.206.108,Chandler.Homenick45@gmail.com,-70.3088,Research,Kyat,Strategist,785-696-1604 x6226,ascii_bin
193.242.67.7,Chaya99@yahoo.com,2.4517,Group,Colombian Peso Unidad de Valor Real,Consultant,(073) 894-6919,utf8_unicode_ci
204.222.231.54,Casandra.Turcotte85@gmail.com,-60.0257,Branding,US Dollar,Facilitator,(850) 783-5798 x961,utf8_unicode_ci
214.126.170.232,Yoshiko_Witting15@hotmail.com,-78.4370,Tactics,Syrian Pound,Representative,274.700.4026,utf8_bin
23.192.12.189,Aliya82@yahoo.com,-78.6913,Directives,New Zealand Dollar,Facilitator,026-968-5662 x33220,utf8_bin
118.38.167.107,Wilson.Gerhold4@yahoo.com,-10.1628,Program,Australian Dollar,Architect,611-955-6760 x574,ascii_general_ci
68.202.232.53,Paul_Luettgen@hotmail.com,-28.3754,Group,Belize Dollar,Manager,(590) 428-0979 x67997,utf8_general_ci
48.219.19.254,Douglas.Runte@yahoo.com,-4.7396,Paradigm,Swedish Krona,Planner,1-451-530-2377,utf8_unicode_ci
66.145.70.166,Gaylord_Mayer@gmail.com,27.4344,Integration,Guyana Dollar,Agent,941.963.0040,cp1250_general_ci
220.130.196.236,Savannah.Strosin39@yahoo.com,87.9862,Functionality,Costa Rican Colon,Producer,(459) 190-9998 x499,ascii_general_ci
22.108.15.90,Halle58@yahoo.com,28.7841,Tactics,Guyana Dollar,Planner,1-596-470-6011 x0535,utf8_general_ci
215.91.27.178,Christa.Roob70@hotmail.com,79.2077,Assurance,Djibouti Franc,Producer,131-754-3718,utf8_general_ci
96.7.238.60,Tyreek14@gmail.com,19.4842,Integration,Barbados Dollar,Liaison,515.298.1705 x780,ascii_bin
188.175.116.36,Santina_Kunde81@gmail.com,-62.6221,Intranet,Algerian Dinar,Planner,449-158-5319,ascii_bin
202.60.227.80,Nova.Kutch75@hotmail.com,55.9577,Tactics,Codes specifically reserved for testing purposes,Administrator,235-969-0117 x08936,utf8_unicode_ci
104.126.134.150,Gerardo_Cartwright46@hotmail.com,36.0213,Marketing,Balboa US Dollar,Associate,644-557-6009 x801,cp1250_bin
63.164.163.58,Zackery_Haley59@yahoo.com,48.8467,Integration,Burundi Franc,Orchestrator,1-755-210-2135 x6218,ascii_bin
210.171.71.252,Eleanore_Douglas@yahoo.com,62.0570,Security,Ethiopian Birr,Consultant,099.313.1434,ascii_general_ci
205.173.144.250,Cordia_Thiel@gmail.com,-48.6746,Infrastructure,Uzbekistan Sum,Agent,402-424-9876 x25377,utf8_bin
217.204.124.89,Daniella14@gmail.com,65.8400,Tactics,Convertible Marks,Designer,718.192.1460,utf8_bin
105.74.81.72,Samson12@yahoo.com,35.4266,Interactions,Indian Rupee,Agent,586.182.3256 x1792,ascii_bin
120.172.103.11,Shana56@gmail.com,-73.7969,Tactics,Nakfa,Officer,(068) 269-8784,utf8_unicode_ci
222.53.110.73,Torrey_Douglas@gmail.com,-10.3745,Implementation,Won,Producer,549.160.8877,cp1250_bin
232.178.73.98,Gabe9@hotmail.com,22.8225,Interactions,Gibraltar Pound,Analyst,047-312-9189,ascii_general_ci
14.93.145.116,Myriam.King30@hotmail.com,68.4304,Applications,Malaysian Ringgit,Supervisor,(977) 758-6836,utf8_bin
152.165.0.20,Rachael_Lind@yahoo.com,63.5021,Security,CFP Franc,Director,1-828-439-4854 x8263,cp1250_bin
150.189.235.216,Caesar11@yahoo.com,6.3284,Factors,Costa Rican Colon,Coordinator,(903) 467-2493 x8641,cp1250_bin
154.58.158.69,Lucinda83@yahoo.com,55.0697,Brand,Tunisian Dinar,Strategist,192-911-2347,utf8_general_ci
248.138.167.3,Alisha_Altenwerth53@hotmail.com,-74.1161,Directives,Rupiah,Producer,(132) 405-3208,ascii_general_ci
27.205.252.214,Emmet81@gmail.com,-49.3549,Accountability,Cayman Islands Dollar,Agent,1-164-075-1720 x2867,utf8_unicode_ci
